,product,alt_name,PFAM,GO_function,GO_process,GO_component,TransMembrane,SECRETED,antiSMASH,MEROPS,EggNog,COG,BUSCO,CAZy,SMCOG,CPSG,CiRS,WT.S/WT.H,p(WT.S/WT.H),Cp_S/Cp_H,p(Cp_S/Cp_H),Beyhan_exp,Whiston_exp
D8B26_007154,"Protein arg-6, mitochondrial",ARG6,PF00696;PF01118;PF04768," GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; GO:0051287 - NAD binding; GO:0003942 - N-acetyl-gamma-glutamyl-phosphate reductase activity; GO:0003991 - acetylglutamate kinase activity", GO:0055114 - oxidation-reduction process; GO:0006526 - arginine biosynthetic process, GO:0005739 - mitochondrion; GO:0005737 - cytoplasm,,,,,ENOG410PFGY,E,1441at33183,,,CPSG_04500,CIMG_10081,-0.0950621859464107,0.728718970950912,-1.12450243702308,2.15088523687075e-05,no upreg,hyphae_upreg
D8B26_007155,hypothetical protein,,,, GO:0007062 - sister chromatid cohesion, GO:0008278 - cohesin complex,,,,,ENOG410PKB2,D,3770at33183,,,CPSG_04502,CIMG_10082,0.337934801506352,0.720565274986554,-0.167399422676025,0.585512405147073,no upreg,no upreg
D8B26_007156,hydrolase 76 protein,DCW1_2,PF03663," GO:0008496 - mannan endo-1,6-alpha-mannosidase activity; GO:0003824 - catalytic activity", GO:0016052 - carbohydrate catabolic process,,1 (n15-26c31/32o437-458i),SignalP(1-31),,,ENOG410PFRH,G,,GH76,,CPSG_04503,CIMG_10083,0.820118347560462,0.0123263501327755,-0.0660704459710431,0.804637044052014,no upreg,no upreg
D8B26_007157,assembly factor cbp4,CBP4,PF07960,,,,,,,,ENOG410PS0U,U,16711at33183,,,CPSG_04504,CIMG_10084,-0.250109176378645,0.581517154074749,0.435414611840427,0.0273346031167329,no upreg,no upreg
D8B26_007158,hypothetical protein,,,,,,,,,,ENOG410PHQ7,"M,O,T",,,,,,,,,,,
D8B26_007159,hypothetical protein,,PF08238, GO:0005515 - protein binding,,,,,,,ENOG410PHQ7,"M,O,T",3316at33183,,,,,,,,,,
D8B26_007160,hypothetical protein,,,,,,,SignalP(1-16),,,,,,,,,,,,,,,
D8B26_007161,hypothetical protein,,PF00005, GO:0005524 - ATP binding; GO:0016887 - ATPase activity,,,,,,,ENOG410PG7H,"E,J",785at33183,,,CPSG_04511,CIMG_10089,0.645154817717743,0.051181670046032,0.181903723355505,0.380537598349179,no upreg,no upreg
D8B26_007162,hypothetical protein,,,,,,6 (o695-715i736-756o768-786i870-889o901-923i935-963o),,,,ENOG410PUFZ,,,,,CPSG_04512,CIMG_10091,0.257265812745453,0.344927000492875,-0.770075334060551,0.00841944343225886,no upreg,no upreg
D8B26_007163,hypothetical protein,,,, GO:0016539 - intein-mediated protein splicing,,,,,,ENOG410PUFG,,,,,,,,,,,,
D8B26_007164,hypothetical protein,,PF00324;PF13520, GO:0022857 - transmembrane transporter activity, GO:0055085 - transmembrane transport, GO:0016020 - membrane,10 (i42-61o81-102i123-154o166-186i193-214o272-297i380- 398o404-428i440-465o477-496i),,,,ENOG410PG14,E,5929at33183,,,CPSG_04516,CIMG_10096,-2.35486854785268,0.00724921548311246,-1.35902484968575,4.9709761637329e-05,hyphae_upreg,hyphae_upreg
D8B26_007165,hypothetical protein,,PF00933;PF01915;PF14310," GO:0004553 - hydrolase activity, hydrolyzing O-glycosyl compounds", GO:0005975 - carbohydrate metabolic process,,1 (i82-103o),,,,ENOG410PG84,G,1748at33183,GH3,,CPSG_04517,CIMG_10097,-0.455462171732714,0.110719181171465,-0.0160067765798066,0.949227688715271,no upreg,no upreg
D8B26_007166,hypothetical protein,,PF00743;PF13450," GO:0050660 - flavin adenine dinucleotide binding; GO:0050661 - NADP binding; GO:0004499 - N,N-dimethylaniline monooxygenase activity", GO:0055114 - oxidation-reduction process,,,,,,ENOG410PI4T,Q,,,,CPSG_04518,CIMG_10099,-1.14941437965101,0.167737625806646,-0.628912978234619,0.0046592944813376,no upreg,no upreg
D8B26_007167,hypothetical protein,,PF04116, GO:0005506 - iron ion binding; GO:0016491 - oxidoreductase activity, GO:0008610 - lipid biosynthetic process; GO:0055114 - oxidation-reduction process,,4 (i56-81o101-120i140-159o214-231i),,,,ENOG410PG6G,I,,,,CPSG_04519,CIMG_10100,-1.647629771898,0.0306580729401475,-0.999971197884183,0.0211622900326683,hyphae_upreg,no upreg
D8B26_007168,Neutral protease 2 mep8,MEP8,PF02102;PF14521, GO:0004222 - metalloendopeptidase activity; GO:0008237 - metallopeptidase activity, GO:0006508 - proteolysis,,,SignalP(1-19),,MER0001399,ENOG410PNJQ,O,,,,CPSG_04521,CIMG_10101,0.467697160210863,0.218595148062669,0.487136680584544,0.268012636537717,no upreg,no upreg
D8B26_007169,hypothetical protein,,, GO:0005524 - ATP binding; GO:0004672 - protein kinase activity, GO:0006468 - protein phosphorylation,,,,,,ENOG41KOG0578,T,,,,,,,,,,,
D8B26_007170,hypothetical protein,,PF00069, GO:0005524 - ATP binding; GO:0004672 - protein kinase activity, GO:0006468 - protein phosphorylation,,,,,,ENOG41KOG0578,T,,,,,,,,,,,
D8B26_007171,hypothetical protein,,PF00230, GO:0015267 - channel activity, GO:0055085 - transmembrane transport, GO:0016020 - membrane,6 (i35-55o67-88i95-113o119-141i153-169o175-194i),,,,ENOG410PIJX,G,9058at33183,,,CPSG_04523,CIMG_10104,3.26987431710488,0.0295432571256148,2.3237417465183,0.000103543808634393,spherule_upreg,spherule_upreg
D8B26_007172,Glycerol kinase,GUT1_2,PF00370;PF02782," GO:0004370 - glycerol kinase activity; GO:0016773 - phosphotransferase activity, alcohol group as acceptor", GO:0006072 - glycerol-3-phosphate metabolic process; GO:0005975 - carbohydrate metabolic process,,,,,,ENOG410PFNN,G,4710at33183,,,CPSG_04524,CIMG_10105,-1.59523937750898,0.0156451523831571,-2.78999343583097,2.52829756548804e-06,hyphae_upreg,hyphae_upreg
D8B26_007173,hypothetical protein,,PF01274, GO:0004474 - malate synthase activity; GO:0003824 - catalytic activity, GO:0006097 - glyoxylate cycle,,,,,,ENOG410PFY3,C,3844at33183,,,CPSG_04525,CIMG_10106,1.35725935332108,0.211346811499908,3.96503691575251,0.000139425490674897,no upreg,spherule_upreg
D8B26_007174,hypothetical protein,,,,,,,SignalP(1-22),,,ENOG410PU4H,S,,,,CPSG_04527,CIMG_10108,-0.463536423073902,0.321099354461111,-1.33605497530792,0.000154355426599255,no upreg,hyphae_upreg
D8B26_007175,hypothetical protein,,PF00107;PF08240, GO:0016491 - oxidoreductase activity; GO:0008270 - zinc ion binding, GO:0055114 - oxidation-reduction process,,,,,,ENOG410PIUP,Q,,,,CPSG_04528,CIMG_10109,4.57519154681646,0.00013270913174714,0.534395707496715,0.0785484060493593,spherule_upreg,no upreg
D8B26_007176,hypothetical protein,,PF03650,, GO:0006850 - mitochondrial pyruvate transmembrane transport, GO:0005743 - mitochondrial inner membrane,3 (o61-81i93-110o116-136i),,,,ENOG410PQ3P,S,14260at33183,,,CPSG_04529,CIMG_10110,-0.604397957271006,0.0358661091598036,0.0584733691902466,0.786558995095787,no upreg,no upreg
D8B26_007177,hypothetical protein,,PF05047,,,,,,,,ENOG410PRQR,C,16366at33183,,,CPSG_04530,CIMG_10111,-0.50598642682306,0.0518252599282389,0.429890192625109,0.037833226465242,no upreg,no upreg
D8B26_007178,hypothetical protein,,PF02900," GO:0008198 - ferrous iron binding; GO:0016491 - oxidoreductase activity; GO:0008270 - zinc ion binding; GO:0016701 - oxidoreductase activity, acting on single donors with incorporation of molecular oxygen", GO:0006725 - cellular aromatic compound metabolic process; GO:0055114 - oxidation-reduction process,,1 (o31-51i),,,,ENOG410PMBR,S,,,,CPSG_04531,CIMG_10112,0.417855333171461,0.569389438024387,1.29120441771621,1.18036938551265e-05,no upreg,spherule_upreg
D8B26_007179,hypothetical protein,,PF00106;PF08659;PF13561,,,,,,,,ENOG410PMP1,Q,,,,CPSG_04532,CIMG_10113,0.657952876558827,0.146629445510822,-0.559472905258478,0.118169539580291,no upreg,no upreg
D8B26_007180,hypothetical protein,,PF00285," GO:0046912 - transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer", GO:0006099 - tricarboxylic acid cycle,,,,,,ENOG410PFD1,C,6111at33183,,,CPSG_04533,CIMG_10114,0.213850640069174,0.588627562830343,1.26133162347968,0.0116636293658317,no upreg,spherule_upreg
D8B26_007181,hypothetical protein,,,,,,,,,,ENOG410JF2U,,,,,CPSG_04534,,0.969148348025583,0.0569134674086691,0.823251511231424,0.0310621066926861,no upreg,no upreg
D8B26_007182,hypothetical protein,,,,,,,,,,ENOG410PURZ,,,,,CPSG_04536,CIMG_08439,-0.350333248980432,0.141021680198276,-0.0567719641884024,0.806374895414871,no upreg,no upreg
D8B26_007183,hypothetical protein,,, GO:0005524 - ATP binding; GO:0004672 - protein kinase activity, GO:0006468 - protein phosphorylation,,,,,,ENOG410PY25,T,,,,CPSG_04537,CIMG_10117,-1.15485306464841,0.0881862778779881,,1.0,no upreg,
D8B26_007184,hypothetical protein,,PF00106;PF13561,,,,,,,,ENOG410PHWX,Q,,,,CPSG_04538,CIMG_10118,0.210413291341333,0.594048621467981,0.105258374390845,0.579611222376408,no upreg,no upreg
D8B26_007185,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,
D8B26_007186,hypothetical protein,,PF05935;PF14269,,,,,SignalP(1-25),,,ENOG410PN61,,,,,CPSG_04539,CIMG_12509,-0.00235725242527884,0.994812546168322,0.980736149832346,0.00334555455156108,no upreg,no upreg
D8B26_007187,hypothetical protein,,,,,,,,,,ENOG410PUZG,,,,,,,,,,,,
D8B26_007188,hypothetical protein,,,,,,1 (o89-112i),,,,ENOG410PUZG,,,,,,,,,,,,
D8B26_007189,hypothetical protein,,,,,,,,,,ENOG410PR4A,S,,,,CPSG_04542,CIMG_10122,-1.42017391430909,0.0532836304002446,,1.0,no upreg,
D8B26_007190,hypothetical protein,,,,,,,,,,ENOG410PKQ3,S,,,,,,,,,,,
D8B26_007191,hypothetical protein,,PF04479,,, GO:0016021 - integral component of membrane,7 (o28-48i55-78o90-110i131-155o167-192i218-238o258-280i),,,,ENOG410PMMY,S,,,,,,,,,,,
D8B26_007192,hypothetical protein,,PF00172," GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific; GO:0008270 - zinc ion binding"," GO:0006355 - regulation of transcription, DNA-templated", GO:0042025 - host cell nucleus,,,,,ENOG410PQGI,K,,,,CPSG_04546,CIMG_10125,0.0910881364533669,0.721061957060595,0.500023453993498,0.00522939028779652,no upreg,no upreg
D8B26_007193,hypothetical protein,,,,,,,,,,ENOG410PWEW,V,,,,CPSG_04547,CIMG_10126,0.0556902589793709,0.937360143445292,,1.0,no upreg,
D8B26_007194,hypothetical protein,,,,,,,,,,ENOG410PWEW,V,,,,,,,,,,,
D8B26_007195,hypothetical protein,,PF00854, GO:0022857 - transmembrane transporter activity, GO:0055085 - transmembrane transport, GO:0016020 - membrane,11 (o80-98i110-132o138-159i197-215o221-242i304-322o342- 363i375-395o433-454i466-486o492-513i),,,,ENOG410PW3H,E,,,,CPSG_04550,CIMG_10129,-1.89464261190823,0.049974658641214,-1.00754019107396,0.0248329480872754,hyphae_upreg,hyphae_upreg
D8B26_007196,hypothetical protein,,PF13535;PF18130, GO:0005524 - ATP binding; GO:0046872 - metal ion binding,,,1 (o621-638i),,,,ENOG410PJQQ,S,,,,CPSG_04551,CIMG_10132,-3.41964997494529,0.0554769016129846,-0.661660183064629,0.0128346696253973,no upreg,no upreg
D8B26_007197,hypothetical protein,,PF03815,,,,7 (o221-241i405-438o450-475i487-506o526-548i560-581o601- 621i),,,,ENOG410PJTK,S,,,,CPSG_04552,CIMG_10133,-0.0809968956230582,0.809534205536024,1.6211590704026,0.000968334882021931,no upreg,spherule_upreg
D8B26_007198,hypothetical protein,,PF00501, GO:0003824 - catalytic activity,,,,,,,ENOG410PJMH,I,2965at33183,,,CPSG_04553,CIMG_10134,-1.79024502798929,0.123965217536197,0.191359164414441,0.556636179168974,no upreg,no upreg
D8B26_007199,hypothetical protein,,,,,,1 (n5-15c19/20o376-396i),SignalP(1-19),,,ENOG410PYUC,S,,,,CPSG_04554,CIMG_10135,1.85178234672417,0.0172742364011991,0.693345050296441,0.0284490441810691,spherule_upreg,no upreg
D8B26_007200,hypothetical protein,,PF03972," GO:0016829 - lyase activity; GO:0051537 - 2 iron, 2 sulfur cluster binding; GO:0047547 - 2-methylcitrate dehydratase activity"," GO:0019629 - propionate catabolic process, 2-methylcitrate cycle",,,,,,ENOG410PIWY,S,4712at33183,,,CPSG_04555,CIMG_10136,-1.0132384198498,0.0422549535933513,0.789257670895779,0.0650210258154118,hyphae_upreg,no upreg
D8B26_007201,hypothetical protein,,PF00463;PF13714, GO:0004451 - isocitrate lyase activity; GO:0003824 - catalytic activity, GO:0019752 - carboxylic acid metabolic process,,,,,,ENOG410PGND,C,3859at33183,,,CPSG_04556,CIMG_10137,-0.65270890344588,0.0313217161337326,1.23164533465227,0.0188708961675226,no upreg,spherule_upreg
D8B26_007202,hypothetical protein,,PF00145, GO:0008168 - methyltransferase activity,,,,,,,ENOG410PJNQ,H,10318at33183,,,,,,,,,,
D8B26_007203,amidophosphoribosyltransferase,ADE4,PF00156;PF13522;PF13537, GO:0004044 - amidophosphoribosyltransferase activity, GO:0009113 - purine nucleobase biosynthetic process; GO:0009116 - nucleoside metabolic process,,,SignalP(1-16),,MER0011806,ENOG410PGCV,F,4083at33183,,,CPSG_04558,CIMG_10140,0.86340310065224,0.038763247218745,1.374364074632,2.83539827983974e-05,no upreg,spherule_upreg
D8B26_007204,hypothetical protein,,PF00730, GO:0003824 - catalytic activity, GO:0006284 - base-excision repair; GO:0006281 - DNA repair,,,,,,ENOG410PK5N,L,,,,,,,,,,,
D8B26_007205,Meiotic Sister-Chromatid recombination aldehyde dehydrogenase,MSC7,PF00171," GO:0016491 - oxidoreductase activity; GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor", GO:0055114 - oxidation-reduction process,,1 (o16-37i),,,,ENOG410PFJC,C,86293at4751;2977at33183,,,CPSG_04560,CIMG_10144,0.294474775264669,0.122407392347883,0.401966306818861,0.055254494756504,no upreg,no upreg
D8B26_007206,hypothetical protein,,,,,,1 (o25-49i),,,,ENOG410PTPY,,,,,CPSG_04561,CIMG_10145,4.85817154948782,0.000118338685178982,3.68746127422483,1.4643481363655e-05,spherule_upreg,spherule_upreg
D8B26_007207,hypothetical protein,,,,,,,,,,ENOG410PU4B,S,6656at33183,,,CPSG_04562,CIMG_10146,1.21092210708626,0.00607812164876203,2.26387432995723,9.98380597194853e-06,spherule_upreg,spherule_upreg
D8B26_007208,hypothetical protein,,,,,,,,,,ENOG410PTC3,S,9096at33183,,,CPSG_04563,CIMG_10147,-1.42840309624133,0.020960829530915,-0.267735734313109,0.659538262016609,hyphae_upreg,no upreg
D8B26_007209,ATP synthase d subunit,ATP7,PF05873, GO:0015078 - proton transmembrane transporter activity, GO:0015986 - ATP synthesis coupled proton transport," GO:0000276 - mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",,,,,ENOG410PN6K,C,,,,CPSG_04565,CIMG_10149,-0.784106099498429,0.0373176109248574,0.548674176725134,0.00486707377264016,no upreg,no upreg
D8B26_007210,GAL4 enhancer protein,EGD2,PF01849,,, GO:0005854 - nascent polypeptide-associated complex,,,,,ENOG410PN4Z,K,,,,CPSG_04566,CIMG_10150,-0.177775725842212,0.608461931257907,0.494779357626513,0.0092607924898986,no upreg,no upreg
D8B26_007211,hypothetical protein,,PF00467;PF01929, GO:0003735 - structural constituent of ribosome; GO:0003723 - RNA binding, GO:0006412 - translation, GO:0005840 - ribosome,,,,,ENOG410PQ23,J,15373at33183,,,CPSG_04567,CIMG_10151,0.445755672059853,0.40168811814058,0.250295263695229,0.177162129819156,no upreg,no upreg
D8B26_007212,hypothetical protein,,,,,,7 (o20-43i55-78o90-109i144-167o201-220i232-252o272-290i),,,,ENOG410PMIB,,,,,CPSG_04568,CIMG_10153,-0.209664430284256,0.666892160656562,0.629312620561054,0.00333828008064552,no upreg,no upreg
D8B26_007213,hypothetical protein,,PF07690, GO:0022857 - transmembrane transporter activity, GO:0055085 - transmembrane transport,,11 (i66-84o104-124i136-158o196-216i228-250o270-286i335- 355o375-395i407-426o441-469i517-537o),,,,ENOG410PHCQ,G,6407at33183,,,CPSG_04569,CIMG_10154,1.43836243895499,0.000863445771444196,0.519225241020433,0.0965516555738996,spherule_upreg,no upreg
D8B26_007214,hypothetical protein,,PF00448;PF02881;PF04086, GO:0005525 - GTP binding; GO:0003924 - GTPase activity; GO:0005047 - signal recognition particle binding, GO:0006614 - SRP-dependent cotranslational protein targeting to membrane; GO:0006886 - intracellular protein transport, GO:0005785 - signal recognition particle receptor complex,,,,,ENOG410PFWV,U,234698at4751;4063at33183,,,CPSG_04570,CIMG_10155,0.958032447190897,0.0105457413998904,0.165572043828769,0.236850203996661,no upreg,no upreg
D8B26_007215,hypothetical protein,,PF03878,, GO:0006888 - endoplasmic reticulum to Golgi vesicle-mediated transport, GO:0005789 - endoplasmic reticulum membrane,5 (i173-193o205-226i238-256o268-286i322-339o),,Cluster_4.1,,ENOG410PGDI,S,447424at4751;11239at33183,,,CPSG_04571,CIMG_10156,0.316690773120846,0.110778510076171,0.588851674275157,0.00859002329960591,no upreg,no upreg
D8B26_007216,hypothetical protein,,PF00929, GO:0003676 - nucleic acid binding,,,,,Cluster_4.1,,ENOG410PQ68,L,,,,CPSG_04572,CIMG_10157,1.69738974967715,0.00485578874723205,-4.24991669121689,3.38483654340178e-09,spherule_upreg,hyphae_upreg
D8B26_007217,hypothetical protein,,PF00199;PF06628;PF18011, GO:0020037 - heme binding; GO:0004096 - catalase activity, GO:0055114 - oxidation-reduction process; GO:0006979 - response to oxidative stress,,,,Cluster_4.1,,ENOG410PFFZ,P,1784at33183,,,CPSG_04574,CIMG_10158,2.72230786925916,0.000167706134621412,2.24587091594843,0.00242766689578018,spherule_upreg,spherule_upreg
D8B26_007218,hypothetical protein,,,,,,,,Cluster_4.1,,,,,,,CPSG_04575,CIMG_12515,0.0992232564583662,0.879582692311556,3.15580299815529,2.1087144433397e-07,no upreg,spherule_upreg
D8B26_007219,hypothetical protein,,,,,,,,Cluster_4.1,,ENOG410PT59,S,,,,CPSG_04577,CIMG_10160,-2.06964936411222,0.00255242225547355,0.462508845718067,0.0347682531007618,hyphae_upreg,no upreg
D8B26_007220,hypothetical protein,,PF03328, GO:0003824 - catalytic activity,,,,,Cluster_4.1,,ENOG410PFAF,G,,,,CPSG_04578,CIMG_10161,-0.547158584804095,0.342021365617997,-1.9448690404197,1.89336353393757e-05,no upreg,hyphae_upreg
D8B26_007221,hypothetical protein,,,,,,,,Cluster_4.1,,ENOG410Q5BJ,,,,,CPSG_04580,CIMG_10162,-0.461699325555622,0.279564384372629,-0.552904125466624,0.0289220001126618,no upreg,no upreg
D8B26_007222,putative NRPS-like protein biosynthetic cluster,,PF00501;PF00550;PF01370;PF07993, GO:0003824 - catalytic activity, GO:0008610 - lipid biosynthetic process,,,,Cluster_4.1,,ENOG410PJU0,Q,,,1002:AMP-dependent synthetase and ligase,CPSG_04581,CIMG_10163,0.719656182859114,0.334243879830244,1.30487859948917,0.00124781349952743,no upreg,spherule_upreg
D8B26_007223,hypothetical protein,,PF07690, GO:0022857 - transmembrane transporter activity, GO:0055085 - transmembrane transport,,14 (i38-66o78-97i109-128o134-159i166-188o194-217i237-256o268- 286i306-328o348-367i374-392o404-425i437-458o501-523i),,Cluster_4.1,,ENOG410Q5EB,G,,,"1005:Drug resistance transporter, EmrB/QacA",CPSG_04583,CIMG_10165,-6.10809458205297,0.000118338685178982,-1.42664905158211,1.00155161977153e-05,hyphae_upreg,hyphae_upreg
D8B26_007224,hypothetical protein,,PF05141,,,,,,Cluster_4.1,,ENOG410Q5BI,Q,,,,CPSG_04584,CIMG_10166,2.18724997608595,0.000142950500130981,2.52825484098665,0.000102437297861703,spherule_upreg,spherule_upreg
D8B26_007225,GTPase activating protein,GYP7,PF00566;PF12068,,,,,,Cluster_4.1,,ENOG410PFJW,T,307144at4751;1633at33183,,,CPSG_04585,CIMG_10167,0.49452487846904,0.05651015433264,0.460511182638296,0.168321220552527,no upreg,no upreg
D8B26_007226,hypothetical protein,,, GO:0008017 - microtubule binding,,,,,Cluster_4.1,,ENOG410PQ3D,S,1824at33183,,,CPSG_04586,CIMG_10168,-0.351689410163165,0.399919556030857,0.10283049056173,0.765138912863575,no upreg,no upreg
D8B26_007227,hypothetical protein,,PF04005,, GO:0000077 - DNA damage checkpoint, GO:0030896 - checkpoint clamp complex; GO:0005730 - nucleolus,,,Cluster_4.1,,ENOG410PG4K,"D,L",11053at33183,,,CPSG_04587,,0.25623281201591,0.7695117654035,0.534780068450882,0.00231497005911891,no upreg,no upreg
D8B26_007228,vesicle coat component,SEC16,PF12931;PF12932;PF12935,, GO:0048208 - COPII vesicle coating,,,,Cluster_4.1,,ENOG410PGB4,U,369at33183,,,CPSG_04588,CIMG_10170,-0.305775352714635,0.1405623558406,-0.147739509194922,0.467674068835423,no upreg,no upreg
D8B26_007229,Putative aminophospholipid-translocase,NEO1,PF00702;PF13246;PF16209;PF16212, GO:0140326 - ATPase-coupled intramembrane lipid transporter activity; GO:0000287 - magnesium ion binding; GO:0005524 - ATP binding; GO:0000166 - nucleotide binding, GO:0015914 - phospholipid transport, GO:0016021 - integral component of membrane,10 (i211-231o237-254i499-519o531-550i1058-1076o1088- 1110i1140-1158o1170-1189i1196-1216o1228-1251i),,,,ENOG410PG6X,P,734at33183,,,CPSG_04589,CIMG_10171,-0.4244289865802,0.0736840954162329,-0.47665870141303,0.00705559468563625,no upreg,no upreg
D8B26_007230,hypothetical protein,,PF14475,,,,,,,,ENOG410PR0P,S,16083at33183,,,CPSG_04590,CIMG_10172,-0.422742881725276,0.061354178289813,0.456464700482073,0.0758872001085134,no upreg,no upreg
D8B26_007231,hypothetical protein,,PF03987,,,,,,,,ENOG410PZXV,,12997at33183,,,CPSG_04591,,0.122024559434043,0.682657011603115,1.08674524171434,4.71240998917715e-05,no upreg,spherule_upreg
D8B26_007232,hypothetical protein,,PF01778;PF04874,,,,,,,,ENOG410PH0P,A,,,,CPSG_04592,CIMG_10174,-0.39476405917399,0.252894096710449,-0.677223658559085,0.066545126043396,no upreg,no upreg
D8B26_007233,hypothetical protein,,,,,,,,,,ENOG410PXHU,,,,,CPSG_04593,CIMG_10175,0.770642365911212,0.0463924202257322,0.519479766256127,0.178829353580015,no upreg,no upreg
